uid,recommendations
4773,"['Tengen Toppa Gurren Lagann', 'The Big O', 'Koukyoushihen Eureka Seven']"
41833,"['Gintama', 'Mairimashita! Iruma-kun', 'Maoujou de Oyasumi', 'Jashin-chan Dropkick', 'Sayonara Zetsubou Sensei', 'Cuticle Tantei Inaba', 'Osomatsu-san', '4-nin wa Sorezore Uso wo Tsuku', 'Tokyo Ghoul', 'Arakawa Under the Bridge', 'Kono Healer, Mendokusai', 'Vlad Love', 'Gabriel DropOut', 'Lv1 Maou to One Room Yuusha', 'Yondemasu yo, Azazel-san. (TV)', 'Gugure! Kokkuri-san', 'Blood Lad']"
35994,"['Death Parade', 'Kakegurui', 'Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou', 'Kami no Tou', 'Noragami', 'Dororo', 'Steins;Gate', 'Gyakkyou Burai Kaiji: Ultimate Survivor', 'Tokyo Ghoul', 'Shokei Shoujo no Virgin Road', 'Another', 'Fate/Extra: Last Encore', 'Death Note', 'Id:Invaded', 'Kara no Kyoukai Movie 3: Tsuukaku Zanryuu', 'Toaru Kagaku no Accelerator', 'Sankarea', 'Angel Beats!', 'Koroshi Ai', 'Shadows House', 'Ao Oni The Animation', 'Diabolik Lovers', 'Kamisama no Inai Nichiyoubi', 'Chika Gentou Gekiga: Shoujo Tsubaki', 'Ajin', 'Akuma no Riddle', 'Tenkuu Shinpan', 'Deadman Wonderland', 'Darker than Black: Kuro no Keiyakusha', 'Nakanohito Genome [Jikkyouchuu]', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Mahou Shoujo Site']"
964,"['Shirobako', 'Chou Henshin Cosprayers', 'Chou Henshin Cosprayers Specials', 'Love Get Chu']"
24989,['Francesca']
180,"['Tengen Toppa Gurren Lagann', 'Heroic Age', 'Isekai no Seikishi Monogatari', 'Uchuu no Stellvia', 'Seihou Bukyou Outlaw Star', 'Darling in the FranXX', 'Aquarion Evol', 'Mouretsu Pirates', 'Blassreiter', 'Aoki Hagane no Arpeggio: Ars Nova', 'Kurogane no Linebarrels', 'Sidonia no Kishi', 'Simoun', 'Sol Bianca', 'Buddy Complex', 'Saber Marionette J', 'Shinkon Gattai Godannar!!', 'Toaru Majutsu no Index', 'Choujuushin Gravion', 'Kidou Senshi Gundam SEED', 'Macross F', 'Ginga Hyouryuu Vifam', 'Kidou Senkan Nadesico', 'Stratos 4', 'Full Metal Panic!', 'Kenran Butou Sai: The Mars Daybreak', 'Kami nomi zo Shiru Sekai', 'Ginga Kikoutai Majestic Prince', 'Gall Force 1: Eternal Story', 'Shinseiki Evangelion', 'Koukyoushihen Eureka Seven', 'Sousei no Aquarion']"
40010,"['Monster Musume no Iru Nichijou', 'Bikini Warriors', 'Kaifuku Jutsushi no Yarinaoshi', 'Peter Grill to Kenja no Jikan', 'Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai', 'High School DxD', 'Shinmai Maou no Testament', 'Monster Musume no Oishasan', 'Hataage! Kemono Michi', 'Prison School', ""Queen's Blade: Rurou no Senshi"", 'Nekopara', 'Iya na Kao sare nagara Opantsu Misete Moraitai', 'Shokugeki no Souma', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Bakemonogatari', 'Grand Blue', 'Mahou Shoujo ni Akogarete', 'Isekai Meikyuu de Harem wo', 'Tengen Toppa Gurren Lagann', 'Dokushin Apartment Dokudami-sou', 'Green Green', 'No Game No Life', 'Rescue Me!', 'Kagaku na Yatsura', 'Masou Gakuen HxH', 'Nande Koko ni Sensei ga!?', 'Shinmai Maou no Testament Specials', 'HenSemi (TV)', 'Youma Shoukan e Youkoso', 'Demi-chan wa Kataritai', 'Bayonetta: Bloody Fate', 'Hanappe Bazooka', 'Aki-Sora', 'Hunter x Hunter (2011)', 'Eroge! H mo Game mo Kaihatsu Zanmai', 'Isekai Harem Monogatari', 'Rance 01: Hikari wo Motomete The Animation']"
53223,['Ginga Eiyuu Densetsu: Die Neue These - Kaikou']
308,"['Haibane Renmei', 'Shinreigari', 'Aria the Animation', 'Yokohama Kaidashi Kikou', 'Gakuen Senki Muryou', 'Fuujin Monogatari', 'Kimi to Boku.', 'Mokke', 'Twilight Q', 'Futatsu no Spica', 'Dennou Coil', 'Higurashi no Naku Koro ni', '.hack//Sign', 'Suteki Tantei Labyrinth', 'True Tears', 'Mushishi', 'Kamichu!']"
16498,"['Koutetsujou no Kabaneri', 'Yakusoku no Neverland', 'Owari no Seraph', 'Fullmetal Alchemist: Brotherhood', 'Black Bullet', 'Tokyo Ghoul', '86', 'Vinland Saga', 'Sidonia no Kishi', 'Claymore', 'God Eater', 'Shinseiki Evangelion', 'Aldnoah.Zero', 'Kimetsu no Yaiba', 'Akame ga Kill!', 'Deadman Wonderland', 'Kenpuu Denki Berserk', 'Hunter x Hunter (2011)', 'Highschool of the Dead', 'Tengen Toppa Gurren Lagann', 'Death Note', 'Terra Formars', 'Ao no Exorcist', 'Code Geass: Hangyaku no Lelouch', 'Made in Abyss', 'Kiseijuu: Sei no Kakuritsu', 'Gantz', 'Sword Art Online', 'Shinsekai yori', 'Enen no Shouboutai', 'JoJo no Kimyou na Bouken (TV)', 'Guilty Crown', 'Muv-Luv Alternative: Total Eclipse', 'Youjo Senki', 'Deca-Dence', 'Dorohedoro', 'Bleach', 'Houseki no Kuni', 'Fate/Zero', 'Blue Gender', 'Kaijuu 8-gou', 'D.Gray-man', 'Fullmetal Alchemist', 'Terra Formars: Bugs 2-hen', 'Shiki', 'Elfen Lied', 'Code Geass: Hangyaku no Lelouch R2', 'Blood-C', 'Koukaku no Regios', 'Devilman: Crybaby', 'Chainsaw Man', 'Kidou Senshi Zeta Gundam', 'Ansatsu Kyoushitsu', 'Darling in the FranXX', 'Kujira no Kora wa Sajou ni Utau', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Freezing', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Darker than Black: Kuro no Keiyakusha', 'Ima, Soko ni Iru Boku', 'No.6', 'World Trigger', 'Btooom!', 'Naruto: Shippuuden', 'Nejimaki Seirei Senki: Tenkyou no Alderamin', 'Bounen no Xamdou', 'Kill la Kill', 'Ergo Proxy', 'Zetman', 'Tokyo Magnitude 8.0', 'Aoki Hagane no Arpeggio: Ars Nova', 'Jigokuraku', 'Rainbow: Nisha Rokubou no Shichinin', 'One Piece', 'Godzilla 1: Kaijuu Wakusei', 'Naruto', 'Nanatsu no Taizai', 'Muv-Luv Alternative', 'Juu Ou Sei', 'Fate/stay night: Unlimited Blade Works', 'Tengoku Daimakyou', 'Cyberpunk: Edgerunners', 'Boku no Hero Academia', 'Goblin Slayer', 'Jujutsu Kaisen', 'Kami no Tou', 'Pupa', 'Evangelion Movie 2: Ha', 'Berserk: Ougon Jidai-hen I - Haou no Tamago', 'Mirai Nikki (TV)', 'Gamba no Bouken', 'Evangelion Movie 1: Jo', 'Change!! Getter Robo: Sekai Saigo no Hi', 'Dragon Ball Z', 'World Trigger 2nd Season', 'Enen no Shouboutai: Ni no Shou', 'Jibaku Shounen Hanako-kun', 'Blame! Movie', 'Summertime Render', 'Kidou Senshi Gundam', 'Dororo', 'Boku no Hero Academia 4th Season', 'Ragna Crimson', 'Pokemon XY&Z', 'Kumo desu ga, Nani ka?', 'Fate/stay night', '86 Part 2', 'Fate/Zero 2nd Season', 'Steins;Gate', 'Bakuman.', 'Plunderer', 'Idaten Jump', 'Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni', 'Ginga Eiyuu Densetsu', 'Null Peta', 'Princess Principal', 'Fate/Grand Order: Zettai Majuu Sensen Babylonia', 'Banana Fish', 'Munou na Nana', 'Back Arrow', 'JoJo no Kimyou na Bouken Part 3: Stardust Crusaders', 'Dragon Ball Super', 'Kidou Senshi Gundam: The Origin', 'Tokyo Ghoul:re', 'Infinite Dendrogram', 'Jouran: The Princess of Snow and Blood', ""Vivy: Fluorite Eye's Song"", 'Heroic Age', 'Yakusoku no Neverland 2nd Season', 'Shingeki! Kyojin Chuugakkou', 'Mononogatari', 'Violet Evergarden', 'Sabikui Bisco', 'Versailles no Bara', 'NieR:Automata Ver1.1a', 'Gankutsuou', 'Ishura', 'Baki', 'Strike Witches', 'Juushin Liger', 'Devilman: Tanjou-hen', 'Kingsglaive: Final Fantasy XV', 'Zetsuen no Tempest', 'Toriko', 'Suisei no Gargantia', 'Giant Killing', '07-Ghost', 'Macross', 'Uchuu no Kishi Tekkaman Blade', 'Hellsing Ultimate', 'Hajime no Ippo', 's.CRY.ed', 'Magi: The Kingdom of Magic', 'Noragami', 'Gyakkyou Burai Kaiji: Ultimate Survivor', 'Haibane Renmei', 'Kingdom 2nd Season', 'Golden Kamuy 2nd Season', 'Kuroko no Basket 2nd Season', 'Air Gear', 'Gasaraki', 'Ginga Nagareboshi Gin', 'Kemonozume', 'Tegamibachi', 'Arslan Senki (TV)', 'Toaru Hikuushi e no Koiuta', 'Jinrui wa Suitai Shimashita', 'Haikyuu!!', 'Saint Seiya: The Lost Canvas - Meiou Shinwa', 'Kingdom', 'Ga-Rei: Zero', 'Kidou Senshi Gundam: Dai 08 MS Shoutai', 'Black Lagoon', 'Zankyou no Terror', 'Anima', 'Schwarzesmarken', 'Revisions', 'Hai to Gensou no Grimgar', 'Bubuki Buranki', 'Seisen Cerberus: Ryuukoku no Fatalités', 'Fate/stay night: Unlimited Blade Works 2nd Season', 'Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079', 'Casshern Sins', 'Trigun', 'Giniro no Kami no Agito', 'Cowboy Bebop', 'Tenshi no Drop', 'No Game No Life', 'Akira', 'Garo: Honoo no Kokuin', 'Mahou Shoujo Madoka★Magica', 'Densetsu no Yuusha no Densetsu', 'Kidou Senshi Gundam 0083: Stardust Memory', 'Tales of Vesperia: The First Strike', 'Berserk', 'Yuri Kuma Arashi', 'Hakuouki: Hekketsuroku', 'Vampire Hunter D (2000)', 'Ousama Ranking', 'RahXephon', 'Freedom', 'Another', 'Kantai Collection: KanColle']"
2577,['Huckleberry no Bouken']
22265,"['Redline', 'Baby Steps 2nd Season', 'K-On!', 'number24', 'Free!', 'Yuri!!! on Ice', 'Kuroko no Basket', 'Binan Koukou Chikyuu Bouei-bu LOVE!', 'Shigatsu wa Kimi no Uso', 'Kuroko no Basket 2nd Season', 'Sakura-sou no Pet na Kanojo', 'Hanamonogatari', 'Hyouka', 'Megane-bu!']"
2104,"['To LOVE-Ru', 'Baka to Test to Shoukanjuu', 'Nagasarete Airantou', 'Nogizaka Haruka no Himitsu', 'Nisekoi', 'School Rumble', 'Shinryaku! Ika Musume', 'Arakawa Under the Bridge', 'Binbougami ga!', 'Aa! Megami-sama! (TV)', 'Love Hina', 'Nyan Koi!', 'Gintama', 'Nichijou', 'Full Metal Panic? Fumoffu', 'Kenkou Zenrakei Suiei-bu Umishou', 'Rosario to Vampire', 'Onegai☆Teacher', 'Shijou Saikyou no Deshi Kenichi', 'Inukami!', 'Hayate no Gotoku!', 'Tonikaku Kawaii', 'Grand Blue', 'Sumomomo Momomo: Chijou Saikyou no Yome', 'Haiyore! Nyaruko-san', 'Kyouran Kazoku Nikki', 'Toradora!', 'Yamato Nadeshiko Shichihenge♥', 'Zero no Tsukaima', 'Rizelmine', 'Namiuchigiwa no Muromi-san', 'Urusei Yatsura', 'Jitsu wa Watashi wa', 'Urusei Yatsura (2022)', 'Midori no Hibi', 'Kore ga Watashi no Goshujinsama', 'Beelzebub', 'Bokusatsu Tenshi Dokuro-chan', 'Magikano', 'D-Frag!', 'Final Approach', 'Otonari ni Ginga', 'Yozakura-san Chi no Daisakusen', 'Tsugumomo', 'B-gata H-kei', 'Sakura-sou no Pet na Kanojo', 'Sora no Otoshimono', 'Girls Bravo: Second Season', 'Noragami', 'Karin', 'Dragon Crisis!', 'Detroit Metal City', 'Haiyore! Nyaruko-san W', 'Carnival Phantasm', 'Ookami-san to Shichinin no Nakama-tachi', 'Saiki Kusuo no Ψ-nan', 'Mikakunin de Shinkoukei', 'Okusama ga Seitokaichou!', 'To LOVE-Ru Darkness 2nd', 'Yoshinaga-sanchi no Gargoyle', 'Asobi Asobase', 'Rozen Maiden', 'Macademi Wasshoi!', 'Kannagi', 'Mahou Shoujo Ore', 'Nazo no Kanojo X', 'Penguin Musume♥Heart', 'Shakugan no Shana', 'Ninin ga Shinobuden', 'Narue no Sekai', 'Tengen Toppa Gurren Lagann', 'Denpa Onna to Seishun Otoko', 'Shakugan no Shana II (Second)', 'Love Hina Again', 'DearS', 'Kemeko Deluxe!', 'Seitokai Yakuindomo', 'Blood Lad', 'Yondemasu yo, Azazel-san. (TV)', 'Kingyo Chuuihou!', 'Ookami to Koushinryou', 'Jungle wa Itsumo Hare nochi Guu', 'Clannad', 'Kyou no 5 no 2', 'Hayate no Gotoku!!', 'Yoake Mae yori Ruriiro na: Crescent Love', 'Lucky☆Star', 'Asobi ni Iku yo!']"
6069,"['Popee the Performer', 'Petshop of Horrors', 'Funny Pets 2nd Season', 'Pupa']"
27631,"['Shingeki no Kyojin', 'Owari no Seraph', 'Black Bullet', 'Koutetsujou no Kabaneri', 'Koukaku no Regios', 'Zetman', 'Shingeki no Kyojin Season 2', 'Deca-Dence', 'Nobunagun', 'Blue Gender', 'Takt Op. Destiny', 'Hundred', 'Darling in the FranXX', 'Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?', 'Sidonia no Kishi', 'Kuusen Madoushi Kouhosei no Kyoukan', ""Knight's & Magic"", '86', 'Psycho-Pass', 'Kaijuu 8-gou', 'Gantz', 'Scarlet Nexus', 'Ajin', 'Terra Formars', 'Casshern Sins', 'Persona 4 the Animation', 'Kidou Senshi Gundam: Dai 08 MS Shoutai', 'NieR:Automata Ver1.1a', 'Appleseed Alpha', 'Shinseiki Evangelion', 'Guilty Crown', 'Kiseijuu: Sei no Kakuritsu', 'Steins;Gate', 'Schwarzesmarken', 'Soul Eater', 'Phantom of the Kill: Zero kara no Hangyaku', 'Mahouka Koukou no Rettousei']"
3692,"['Tokyo Mew Mew', 'Shugo Chara!', 'Bishoujo Senshi Sailor Moon', 'Mermaid Melody Pichi Pichi Pitch']"
444,['Otome wa Boku ni Koishiteru']
34964,"['Terra Formars', 'Gleipnir', 'Katsute Kami Datta Kemono-tachi e', 'Juuni Taisen', 'Strike the Blood', 'Baki', 'Akame ga Kill!', 'Munou na Nana', 'Sekirei', 'Shuumatsu no Walküre', ""Darwin's Game"", 'Monster Musume no Iru Nichijou', 'Beatless', 'Mahou Shoujo Tokushusen Asuka', 'BNA']"
3035,['Akai Koudan Zillion']
35180,"['Clannad: After Story', 'Koe no Katachi', 'Shigatsu wa Kimi no Uso', 'Amaama to Inazuma', 'Chihayafuru', 'Kimi wa Houkago Insomnia', 'Super Cub', 'IDOLiSH7 Second Beat!', 'Hyouka', 'IDOLiSH7 Third Beat!', 'Bakemonogatari', 'Oniisama e...', 'Fruits Basket', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku', 'Barakamon', 'Hachimitsu to Clover', 'Kaze ga Tsuyoku Fuiteiru', 'Kono Oto Tomare!', 'Ao no Orchestra']"
37338,"['Osomatsu-san', 'Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!', 'Aggressive Retsuko', 'Line Offline: Salaryman', 'Uramichi Oniisan']"
49605,"['Miru Tights', 'Getsuyoubi no Tawawa', 'Ueno-san wa Bukiyou', 'Wotaku ni Koi wa Muzukashii', 'Nande Koko ni Sensei ga!?']"
23721,['Pingu in the City']
35015,"['Danshi Koukousei no Nichijou', 'Wan Sheng Jie', 'Aggressive Retsuko (ONA)', 'Danchigai', 'Ani ni Tsukeru Kusuri wa Nai! 2', 'Ranma ½', 'Hetalia: The Beautiful World', 'Saiki Kusuo no Ψ-nan', 'Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!', 'Grand Blue', 'Danna ga Nani wo Itteiru ka Wakaranai Ken', 'Aho Girl', 'Nichijou', 'Gekkan Shoujo Nozaki-kun', 'Tonari no Seki-kun', 'Teekyuu', 'Super Seisyun Brothers', 'Recorder to Randoseru Do♪', 'Shiyan Pin Jiating', 'Asobi Asobase', 'Seitokai Yakuindomo']"
34051,"['Kill la Kill', 'Punch Line', 'Animegataris', 'Mekakucity Actors', 'Xenosaga The Animation', 'Mahou Shoujo Magical Destroyers', 'Highschool of the Dead', 'High School DxD', 'Kenzen Robo Daimidaler', '16bit Sensation: Another Layer', 'Kono Subarashii Sekai ni Shukufuku wo!', 'To LOVE-Ru Darkness 2nd', 'Sore ga Seiyuu!', 'Occultic;Nine', 'Hacka Doll The Animation', 'Abenobashi Mahou☆Shoutengai', 'Conception', 'Robot Girls Z', 'Seizei Ganbare! Mahou Shoujo Kurumi', 'Urahara']"
41353,"['Kami no Tou', 'Jujutsu Kaisen', 'Dragon Ball Z', 'Tenjou Tenge', 'Dragon Ball Super', 'Megalo Box', 'Bleach', 'Noblesse', 'Wu Shan Wu Xing (2020)', 'SKET Dance', 'Baki: Dai Raitaisai-hen', 'Shuumatsu no Walküre', 'Naruto', 'Air Gear', 'Kengan Ashura', 'Grappler Baki: Saidai Tournament-hen', 'Hunter x Hunter (2011)', 'Dragon Ball', 'Mirai Nikki (TV)', 'Ao no Exorcist', 'Hypnosis Mic: Division Rap Battle - Rhyme Anima', 'Akame ga Kill!', 'Tokyo Revengers', 'Fate/Zero', 'Plunderer', 'Boku no Hero Academia 2nd Season', 'One Punch Man', 'Ore dake Level Up na Ken', 'Tekken: Bloodline', 'Wind Breaker', 'Naruto: Shippuuden', 'Rekka no Honoo', 'One Punch Man 2nd Season', 'Da Wang Rao Ming', 'SK∞', 'Paradox Live the Animation', 'JoJo no Kimyou na Bouken Part 3: Stardust Crusaders', 'Oemojisangjuui', 'Baki', 'Hunter x Hunter', 'Durarara!!', 'Grappler Baki (TV)', 'Saint Seiya', 'Ueki no Housoku', 'Yasuke', 'Boku no Hero Academia', 'One Piece', 'Yakusoku no Neverland 2nd Season', 'Darling in the FranXX', 'Shaman King', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Kimetsu no Yaiba']"
21435,"['Non Non Biyori', 'Yuru Camp△ Season 2', 'Yuru Camp△', 'Hitoribocchi no Marumaru Seikatsu', 'Houkago Teibou Nisshi', 'Koufuku Graffiti', 'Tamayura: Hitotose', 'Ro-Kyu-Bu!', 'Tamayura: More Aggressive', 'K-On!']"
15043,"['Yatogame-chan Kansatsu Nikki', 'Onsen Yousei Hakone-chan', 'Poyopoyo Kansatsu Nikki']"
34289,"['Ange Vierge', 'Battle Girl High School', 'Toji no Miko', 'Mahou Shoujo Tokushusen Asuka', 'Release the Spyce']"
30524,"['Yami Shibai', 'Mushishi', 'Kowabon', 'Yami Shibai 3', 'Shiki', 'Sekai no Yami Zukan']"
3060,"['Soukou Kihei Votoms', 'Terra e...', 'Densetsu Kyojin Ideon', 'Kidou Senshi Gundam', 'Venus Senki', 'Zone of the Enders: 2167 Idolo']"
38610,"['Ueno-san wa Bukiyou', 'Dagashi Kashi', 'Aho Girl', 'Uzaki-chan wa Asobitai!', 'D-Frag!', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Dumbbell Nan Kilo Moteru?', 'Plastic Neesan', 'Hinako Note', 'Ijiranaide, Nagatoro-san', 'Osake wa Fuufu ni Natte kara', 'Sounan desu ka?', 'MM!', 'Kill Me Baby', 'Seitokai Yakuindomo', 'Yatogame-chan Kansatsu Nikki']"
2528,"['Time Slip Ichimannen: Prime Rose', 'Tatakae!! Iczer-1', 'Ai Tenshi Densetsu Wedding Peach']"
3577,"['Seto no Hanayome', 'Heppoko Jikken Animation Excel♥Saga', 'Suzumiya Haruhi no Yuuutsu', 'Macademi Wasshoi!', 'Kore wa Zombie desu ka?', 'Renai Boukun', 'Zettai Karen Children', 'Nichijou', 'Shiyan Pin Jiating', 'Gintama', 'Tengen Toppa Gurren Lagann', 'Kannagi', 'Happy☆Lesson (TV)', 'Hayate no Gotoku!', 'Kamisama Kazoku', 'Cyborg Kuro-chan', 'Lucky☆Star']"
23423,"['Boku dake ga Inai Machi', 'Kodomo no Jikan (TV)', 'Kyou no 5 no 2', 'Gaki ni Modotte Yarinaoshi!!!', 'To LOVE-Ru', 'Kyou no 5 no 2 (TV)']"
28891,"['Diamond no Ace: Second Season', 'Prince of Stride: Alternative', 'IDOLiSH7 Second Beat!', 'Diamond no Ace', 'Kuroko no Basket', 'Haikyuu!!', 'Kuroko no Basket 2nd Season', 'Free!', 'Kuroko no Basket 3rd Season', 'Chihayafuru', 'Kaze ga Tsuyoku Fuiteiru']"
38361,['Mugen Kouro']
13231,['Battle Spirits: Burning Soul']
509,"['Onegai☆Teacher', 'Kashimashi: Girl Meets Girl', 'Great Teacher Onizuka', 'Otome wa Boku ni Koishiteru', 'Azumanga Daiou The Animation', 'Maria†Holic', 'Gokusen', 'Okusama wa Joshikousei (TV)', 'Hime Gal♥Paradise', 'Kuragehime', 'School Rumble', 'Love Hina', 'Aa! Megami-sama! (TV)', 'Ouran Koukou Host Club', 'Popotan', 'Tenshi na Konamaiki', 'Aishiteruze Baby★★', 'Princess Princess']"
39468,"['Dr. Stone', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...', 'Ookami to Koushinryou', 'Mushoku Tensei: Isekai Ittara Honki Dasu', 'Tensei shitara Slime Datta Ken', 'Isekai Yakkyoku', 'Kusuriya no Hitorigoto', 'Kemono no Souja Erin', 'Seijo no Maryoku wa Bannou desu', 'Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu', 'Somali to Mori no Kamisama', 'Kami-tachi ni Hirowareta Otoko', 'Arte', ""Knight's & Magic"", 'Maoujou de Oyasumi', 'Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu.', 'Mushikaburi-hime', 'Genjitsu Shugi Yuusha no Oukoku Saikenki', 'Okashi na Tensei', 'Akagami no Shirayuki-hime', 'Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.', 'Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.', 'Shikkakumon no Saikyou Kenja', 'Tondemo Skill de Isekai Hourou Meshi', 'Youjo Senki', 'Wo Shi Da Shenxian', 'Douluo Dalu', 'Ookami Kodomo no Ame to Yuki', 'Gosick', 'Bernard-jou Iwaku.', 'Sayonara no Asa ni Yakusoku no Hana wo Kazarou', 'Wan Jie Shen Zhu', 'Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei', 'Yuan Long', 'Hai to Gensou no Grimgar', 'Outbreak Company', 'Maoyuu Maou Yuusha', 'Tensei Oujo to Tensai Reijou no Mahou Kakumei', 'Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu', 'Meng Qi Shi Shen', 'Ousama Ranking', 'Tensei Kizoku, Kantei Skill de Nariagaru', 'Majo no Tabitabi', 'Shinsekai yori', 'Mushoku Tensei: Isekai Ittara Honki Dasu Part 2', 'Wo Qi Ku Le Baiwan Xiulian Zhe', 'Kumo desu ga, Nani ka?', 'Gaikotsu Shotenin Honda-san', 'Mairimashita! Iruma-kun', 'Mahoutsukai no Yome', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Madougushi Dahliya wa Utsumukanai', 'Rokuhou-dou Yotsuiro Biyori', 'Boku dake ga Inai Machi', 'Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.', 'Kino no Tabi: The Beautiful World', 'Natsume Yuujinchou', 'Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru', 'Ginga Eiyuu Densetsu', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X', 'Gankutsuou', 'Inu to Hasami wa Tsukaiyou', 'Kemono Friends', 'Magi: The Labyrinth of Magic', 'Ookami to Koushinryou II', 'Fune wo Amu', 'Kanojo ga Koushaku-tei ni Itta Riyuu', 'Hachi-nan tte, Sore wa Nai deshou!', 'Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!']"
2310,['Top wo Nerae! Gunbuster']
58,"['Muv-Luv Alternative: Total Eclipse', 'Juu Ou Sei', 'Shingeki no Kyojin', 'Ibara no Ou', 'Shinseiki Evangelion', 'Terra Formars', 'Giniro no Kami no Agito', 'Sidonia no Kishi', 'Koukyoushihen Eureka Seven', 'Soukihei MD Geist', 'Godzilla 1: Kaijuu Wakusei', 'God Eater', 'Koukaku no Regios', 'Cowboy Bebop', 'Gantz', 'Virus: Virus Buster Serge', 'Speed Grapher', 'Megami Kouhosei', 'Betterman', 'Starship Troopers: Invasion', 'Claymore', 'Schwarzesmarken', 'Ga-Rei: Zero', 'Change!! Getter Robo: Sekai Saigo no Hi', 'Soukou Kihei Votoms', 'Muv-Luv Alternative', 'Bubblegum Crisis', 'Code Geass: Hangyaku no Lelouch R2', 'Black Lagoon', 'Kaze no Tani no Nausicaä', 'Uchuu Senkan Yamato 2199', 'Uchuu no Kishi Tekkaman Blade', 'WXIII Kidou Keisatsu Patlabor', 'Planetes', 'Sousei no Aquarion', 'Kidou Senshi Gundam: Dai 08 MS Shoutai', 'Kikou Souseiki Mospeada', 'Freedom', 'Ergo Proxy', 'Uchuu no Senshi', 'Kiss Dum: Engage Planet', 'Soukou no Strain', 'I: Wish You Were Here', 'Kaze no Na wa Amnesia', 'Rakuen Tsuihou']"
24873,"['Seireitsukai no Blade Dance', 'Absolute Duo', 'Seiken Tsukai no World Break', 'IS: Infinite Stratos', 'Kuusen Madoushi Kouhosei no Kyoukan', 'Rokudenashi Majutsu Koushi to Akashic Records', 'Mahouka Koukou no Rettousei', 'Rakudai Kishi no Cavalry', 'Gakusen Toshi Asterisk', 'Hundred', 'Saijaku Muhai no Bahamut', 'Seikoku no Dragonar', 'Yuuki Yuuna wa Yuusha de Aru', 'Freezing', 'Trinity Seven', 'Devil Survivor 2 The Animation', 'Genei wo Kakeru Taiyou', 'Zero no Tsukaima', 'Grisaia no Kajitsu', 'Black Bullet']"
30861,['Zounds']
2151,"['Meiken Jolie', 'Kino no Tabi: The Beautiful World']"
40128,"['Akagami no Shirayuki-hime', 'Runway de Waratte', 'Violet Evergarden', 'Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen', 'Blue Period', 'Akatsuki no Yona', 'Eikoku Koi Monogatari Emma', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...', 'Eizouken ni wa Te wo Dasu na!', 'Sora yori mo Tooi Basho', 'Dr. Stone', 'Komi-san wa, Comyushou desu.', 'Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega', 'Sugar Apple Fairy Tale', 'Mahoutsukai no Yome', 'Saiunkoku Monogatari', 'Nami yo Kiitekure']"
