recId,recommendations,uid
6016,'Kyoushoku Soukou Guyver (1989)',1647
6024,"""Chi's Sweet Home: Atarashii Ouchi""",9344
6030,'Needless',14527
6030,'Needless',168
6031,'Osu!! Karate-bu',18451
6045,'Kimi ni Todoke',21327
6045,'Kimi ni Todoke',28297
6045,'Kimi ni Todoke',14645
6045,'Kimi ni Todoke',48926
6045,'Kimi ni Todoke',14289
6045,'Kimi ni Todoke',50416
6055,'F',3800
6056,'Sasuke',5023
6064,'Higurashi no Naku Koro ni Kai Specials',7568
6064,'Higurashi no Naku Koro ni Kai Specials',10647
6075,'Ai no Wakakusa Yama Monogatari',6571
6098,'Sora no Manimani',344
6127,'Toradora!: SOS! Kuishinbou Banbanzai',10536
6130,'Marie & Gali',5462
6166,'Asobi ni Iku yo!',991
6201,'Princess Lover!',1543
6203,'Sasameki Koto',6164
6205,'Kämpfer',36902
6211,'Tokyo Magnitude 8.0',798
6211,'Tokyo Magnitude 8.0',1857
6211,'Tokyo Magnitude 8.0',3424
6211,'Tokyo Magnitude 8.0',9479
6262,'Manga Sekai Mukashibanashi',30029
6262,'Manga Sekai Mukashibanashi',7779
6262,'Manga Sekai Mukashibanashi',4024
6303,'Perman',9810
6324,'Omamori Himari',5734
6347,'Baka to Test to Shoukanjuu',35997
6347,'Baka to Test to Shoukanjuu',10396
6347,'Baka to Test to Shoukanjuu',6425
6347,'Baka to Test to Shoukanjuu',28817
6347,'Baka to Test to Shoukanjuu',10611
6347,'Baka to Test to Shoukanjuu',34580
6347,'Baka to Test to Shoukanjuu',18095
6448,'Yuusei Shounen Papii',12887
6448,'Yuusei Shounen Papii',6989
6472,'Gakkou no Kowai Uwasa: Hanako-san ga Kita!!',20353
6500,'Seikon no Qwaser',10465
6505,'Tteotda Keunyeo!!',10810
6505,'Tteotda Keunyeo!!',6609
6509,'Kiteretsu Daihyakka',501
6512,'Nyan Koi!',7590
6523,'Porong Porong Pororo',12359
6525,'Peeping Life',36797
6547,'Angel Beats!',849
6547,'Angel Beats!',13655
6547,'Angel Beats!',387
6547,'Angel Beats!',9989
6547,'Angel Beats!',27775
6547,'Angel Beats!',16009
6547,'Angel Beats!',20517
6547,'Angel Beats!',28999
6547,'Angel Beats!',41930
6560,'Popee the Performer',22345
6560,'Popee the Performer',1196
6560,'Popee the Performer',3243
6560,'Popee the Performer',6069
6560,'Popee the Performer',2232
6571,'Koume-chan ga Iku!',6075
6586,'Yume-iro Pâtissière',23579
6586,'Yume-iro Pâtissière',25839
6586,'Yume-iro Pâtissière',9943
6594,'Katanagatari',17074
6594,'Katanagatari',340
6682,'11eyes',2970
6682,'11eyes',112
6682,'11eyes',19769
6702,'Fairy Tail',9130
6702,'Fairy Tail',18115
6702,'Fairy Tail',21
6702,'Fairy Tail',479
6702,'Fairy Tail',34577
6702,'Fairy Tail',42192
6746,'Durarara!!',40359
6746,'Durarara!!',32962
6746,'Durarara!!',46102
6746,'Durarara!!',9922
6746,'Durarara!!',40803
6746,'Durarara!!',3901
6746,'Durarara!!',14467
6746,'Durarara!!',53613
6746,'Durarara!!',8457
6746,'Durarara!!',35889
6747,'Dance in the Vampire Bund',5034
6774,'Kuuchuu Buranko',27911
6811,'InuYasha: Kanketsu-hen',6634
6880,'Deadman Wonderland',6114
6880,'Deadman Wonderland',33985
6895,'Hakuouki',12461
6895,'Hakuouki',161
6895,'Hakuouki',37584
6902,'Saikyou Bushouden: Sangoku Engi',970
6956,'Working!!',33447
6956,'Working!!',34618
6956,'Working!!',18119
6956,'Working!!',5992
6956,'Working!!',12815
7004,'Shin Calimero',2824
7054,'Kaichou wa Maid-sama!',3470
7054,'Kaichou wa Maid-sama!',23673
7058,'Uragiri wa Boku no Namae wo Shitteiru',4662
7058,'Uragiri wa Boku no Namae wo Shitteiru',51
7148,'Ladies versus Butlers!',19151
7174,'Usaru-san',1656
7193,'Aoi Bungaku Series',586
7193,'Aoi Bungaku Series',4723
7270,'Kidou Senshi Gundam 00 Special Edition',2994
7588,'Saraiya Goyou',33337
7588,'Saraiya Goyou',33983
7592,'Nurarihyon no Mago',29854
7592,'Nurarihyon no Mago',1606
7593,'Kiss x Sis (TV)',20931
7601,'Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari',1849
7601,'Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari',2049
7627,'Mitsudomoe',2716
7627,'Mitsudomoe',2403
7645,'Heartcatch Precure!',2230
7645,'Heartcatch Precure!',1853
7647,'Arakawa Under the Bridge',9712
7662,'Shinrei Tantei Yakumo',1571
7674,'Bakuman.',12431
7724,'Shiki',6747
7762,'Yondemasu yo,15109
7762,'Yondemasu yo,10187
7785,'Yojouhan Shinwa Taikei',17909
7785,'Yojouhan Shinwa Taikei',48849
7785,'Yojouhan Shinwa Taikei',6774
7785,'Yojouhan Shinwa Taikei',1210
7791,'K-On!!',846
7791,'K-On!!',19111
7817,'B-gata H-kei',1218
7817,'B-gata H-kei',26123
7817,'B-gata H-kei',133
7817,'B-gata H-kei',38778
7817,'B-gata H-kei',9624
7817,'B-gata H-kei',7593
7817,'B-gata H-kei',6645
7867,'Gon',15795
7902,'Fullmetal Alchemist: Brotherhood - 4-koma Gekijou',28063
7902,'Fullmetal Alchemist: Brotherhood - 4-koma Gekijou',10391
8074,'Highschool of the Dead',26443
8074,'Highschool of the Dead',40074
8123,'Cooking Papa',2558
8129,'Kuragehime',54855
8129,'Kuragehime',37927
8176,'Teinenpi Shoujo Heidi',8189
8189,'The World of Golden Eggs',8176
8215,'Genji Tsuushin Agedama',3036
8240,'Wanpaku Oomukashi Kum Kum',8763
8277,'Hyakka Ryouran: Samurai Girls',5277
8277,'Hyakka Ryouran: Samurai Girls',35251
8302,'Ladies versus Butlers! Specials',13357
8410,'Metal Fight Beyblade: Baku',5337
8410,'Metal Fight Beyblade: Baku',27737
8424,'MM!',10110
8425,'Gosick',10798
8425,'Gosick',10568
8425,'Gosick',8915
8425,'Gosick',3371
8425,'Gosick',15211
8425,'Gosick',38959
8426,'Hourou Musuko',18919
8449,'Togainu no Chi',23333
8465,'Ichiban Ushiro no Daimaou Specials',8599
8465,'Ichiban Ushiro no Daimaou Specials',7468
8525,'Kami nomi zo Shiru Sekai',32323
8525,'Kami nomi zo Shiru Sekai',15583
8557,'Shinryaku! Ika Musume',516
8560,'Kyou,1838
8599,'Mayoi Neko Overrun! Specials',8465
8624,'Digimon Xros Wars',9107
8634,'Koisuru Boukun',733
8634,'Koisuru Boukun',5774
8675,'Seitokai Yakuindomo',7817
8675,'Seitokai Yakuindomo',29786
8675,'Seitokai Yakuindomo',5909
8675,'Seitokai Yakuindomo',35712
8675,'Seitokai Yakuindomo',863
8676,'Amagami SS',10080
8676,'Amagami SS',33836
8676,'Amagami SS',2155
8676,'Amagami SS',8861
8676,'Amagami SS',1725
8676,'Amagami SS',2927
8676,'Amagami SS',16397
8687,'Doraemon (2005)',18845
8756,'Bishoujo Senshi Sailor Moon Memorial',21407
8763,'Hajime Ningen Gyatoruz',8240
8769,'Ore no Imouto ga Konnani Kawaii Wake ga Nai',634
8769,'Ore no Imouto ga Konnani Kawaii Wake ga Nai',14199
8769,'Ore no Imouto ga Konnani Kawaii Wake ga Nai',32901
8769,'Ore no Imouto ga Konnani Kawaii Wake ga Nai',3467
8769,'Ore no Imouto ga Konnani Kawaii Wake ga Nai',39570
8795,'Panty & Stocking with Garterbelt',32830
8795,'Panty & Stocking with Garterbelt',11769
8795,'Panty & Stocking with Garterbelt',8101
8795,'Panty & Stocking with Garterbelt',4905
8795,'Panty & Stocking with Garterbelt',2727
8795,'Panty & Stocking with Garterbelt',5877
8795,'Panty & Stocking with Garterbelt',424
8832,'Shounen Ashibe 2',5809
8841,'Kore wa Zombie desu ka?',9750
8841,'Kore wa Zombie desu ka?',10578
8841,'Kore wa Zombie desu ka?',22865
8841,'Kore wa Zombie desu ka?',9159
8861,'Yosuga no Sora',5042
8861,'Yosuga no Sora',16023
8861,'Yosuga no Sora',8577
8861,'Yosuga no Sora',8676
8861,'Yosuga no Sora',11235
8876,'Koe de Oshigoto! The Animation',710
8876,'Koe de Oshigoto! The Animation',38254
8876,'Koe de Oshigoto! The Animation',5648
8915,'Dantalian no Shoka',8425
8915,'Dantalian no Shoka',6758
8917,'Mouretsu Pirates',2699
8917,'Mouretsu Pirates',11227
8917,'Mouretsu Pirates',1179
8917,'Mouretsu Pirates',1618
8917,'Mouretsu Pirates',19367
8934,'Star Driver: Kagayaki no Takuto',21677
8934,'Star Driver: Kagayaki no Takuto',30382
8986,'Supernatural The Animation',34368
8995,'Tales of Symphonia The Animation: Sekai Tougou-hen',34086
9041,'IS: Infinite Stratos',14237
9041,'IS: Infinite Stratos',41946
9041,'IS: Infinite Stratos',561
9041,'IS: Infinite Stratos',31338
9253,'Steins;Gate',34102
9253,'Steins;Gate',13599
9253,'Steins;Gate',34620
9253,'Steins;Gate',41006
9253,'Steins;Gate',13261
9253,'Steins;Gate',584
9253,'Steins;Gate',1889
9253,'Steins;Gate',21587
9253,'Steins;Gate',44074
9253,'Steins;Gate',6974
9253,'Steins;Gate',31240
9289,'Hanasaku Iroha',13333
9289,'Hanasaku Iroha',46093
9314,'Fractale',2781
9330,'Dragon Crisis!',2795
9367,'Freezing',9936
9367,'Freezing',366
9513,'Beelzebub',13159
9513,'Beelzebub',11457
9513,'Beelzebub',250
9513,'Beelzebub',851
9513,'Beelzebub',37294
9539,'Cardfight!! Vanguard',10015
9539,'Cardfight!! Vanguard',19067
9539,'Cardfight!! Vanguard',10330
9539,'Cardfight!! Vanguard',32785
9539,'Cardfight!! Vanguard',1685
9539,'Cardfight!! Vanguard',7334
9561,'Shokupan Mimi',7261
9581,'MM! Specials',7870
9598,'Haiyoru! Nyaruani: Remember My Love(craft-sensei)',16405
9624,'30-sai no Hoken Taiiku',382
9624,'30-sai no Hoken Taiiku',715
9624,'30-sai no Hoken Taiiku',34052
9645,'Be-Bop Highschool',2463
9756,'Mahou Shoujo Madoka★Magica',39417
9756,'Mahou Shoujo Madoka★Magica',22273
9756,'Mahou Shoujo Madoka★Magica',14751
9756,'Mahou Shoujo Madoka★Magica',77
9756,'Mahou Shoujo Madoka★Magica',34284
9756,'Mahou Shoujo Madoka★Magica',36266
9756,'Mahou Shoujo Madoka★Magica',11285
9756,'Mahou Shoujo Madoka★Magica',666
9756,'Mahou Shoujo Madoka★Magica',98
9756,'Mahou Shoujo Madoka★Magica',40550
9756,'Mahou Shoujo Madoka★Magica',1182
9756,'Mahou Shoujo Madoka★Magica',17651
9756,'Mahou Shoujo Madoka★Magica',24037
9756,'Mahou Shoujo Madoka★Magica',3805
9756,'Mahou Shoujo Madoka★Magica',24765
9756,'Mahou Shoujo Madoka★Magica',532
9756,'Mahou Shoujo Madoka★Magica',688
9756,'Mahou Shoujo Madoka★Magica',1177
9756,'Mahou Shoujo Madoka★Magica',43299
9756,'Mahou Shoujo Madoka★Magica',1239
9756,'Mahou Shoujo Madoka★Magica',33047
9756,'Mahou Shoujo Madoka★Magica',33003
9756,'Mahou Shoujo Madoka★Magica',28701
9756,'Mahou Shoujo Madoka★Magica',5454
9756,'Mahou Shoujo Madoka★Magica',29643
9756,'Mahou Shoujo Madoka★Magica',721
9768,'Shima Shima Tora no Shimajirou',40368
9768,'Shima Shima Tora no Shimajirou',6822
9834,'Level E',2835
9863,'SKET Dance',34096
9863,'SKET Dance',918
9863,'SKET Dance',9969
9893,'Suite Precure♪',30156
9919,'Ao no Exorcist',1482
9919,'Ao no Exorcist',3588
9919,'Ao no Exorcist',8986
9919,'Ao no Exorcist',30503
9919,'Ao no Exorcist',49114
9926,'Sekaiichi Hatsukoi',11135
9926,'Sekaiichi Hatsukoi',3092
9926,'Sekaiichi Hatsukoi',12695
9935,'Chocolat no Mahou',49066
9936,'Maken-Ki!',13851
9936,'Maken-Ki!',15377
9941,'Tiger & Bunny',21335
9941,'Tiger & Bunny',37496
9941,'Tiger & Bunny',53587
9941,'Tiger & Bunny',19365
9941,'Tiger & Bunny',6875
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',6712
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',11433
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',16067
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',6211
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',36316
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',23209
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',1376
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',34591
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',13585
9989,'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.',5941
9996,'Hyouge Mono',18771
10012,'Carnival Phantasm',38472
10012,'Carnival Phantasm',10491
10012,'Carnival Phantasm',1856
10033,'Toriko',36949
10033,'Toriko',3418
10033,'Toriko',2287
10079,'Hoshizora e Kakaru Hashi',471
10080,'Kami nomi zo Shiru Sekai II',5973
10087,'Fate/Zero',36474
10087,'Fate/Zero',5689
10087,'Fate/Zero',34561
10110,'Mayo Chiki!',8424
10161,'No.6',33605
10161,'No.6',9314
10161,'No.6',1314
10162,'Usagi Drop',40716
10162,'Usagi Drop',11179
10162,'Usagi Drop',1485
10162,'Usagi Drop',102
10162,'Usagi Drop',32828
10162,'Usagi Drop',22789
10162,'Usagi Drop',39324
10165,'Nichijou',12699
10165,'Nichijou',35330
10165,'Nichijou',18139
10165,'Nichijou',3228
10165,'Nichijou',58426
10165,'Nichijou',38250
10165,'Nichijou',11843
10165,'Nichijou',12893
10178,'Otona Joshi no Anime Time',38162
10178,'Otona Joshi no Anime Time',2486
10197,'Nyanpire The Animation',6024
10197,'Nyanpire The Animation',7723
10197,'Nyanpire The Animation',8960
10197,'Nyanpire The Animation',35971
10210,'Bug tte Honey',1672
10210,'Bug tte Honey',3909
10210,'Bug tte Honey',1673
10216,'Yondemasu yo,15109
10216,'Yondemasu yo,10187
10217,'Kaitou Tenshi Twin Angel: Kyunkyun☆Tokimeki Paradise!!',2288
10257,'Pretty Rhythm: Aurora Dream',15061
10257,'Pretty Rhythm: Aurora Dream',34787
10257,'Pretty Rhythm: Aurora Dream',31890
10278,'The iDOLM@STER',2938
10282,'Manga Nippon Mukashibanashi',39119
10321,'Uta no☆Prince-sama♪ Maji Love 1000%',1579
10321,'Uta no☆Prince-sama♪ Maji Love 1000%',7705
10321,'Uta no☆Prince-sama♪ Maji Love 1000%',21563
10321,'Uta no☆Prince-sama♪ Maji Love 1000%',33299
10321,'Uta no☆Prince-sama♪ Maji Love 1000%',30375
10321,'Uta no☆Prince-sama♪ Maji Love 1000%',10595
10336,'Last Exile: Ginyoku no Fam',12677
10359,'Jewelpet Sunshine',5938
10359,'Jewelpet Sunshine',675
10370,'Metal Fight Beyblade 4D',41074
10372,'Kamisama Dolls',3166
10379,'Natsume Yuujinchou San',10049
10460,'Kimi to Boku.',32983
10460,'Kimi to Boku.',31414
10465,'Manyuu Hikenchou',10073
10490,'Blood-C',128
10495,'Yuru Yuri',21267
10495,'Yuru Yuri',31080
10495,'Yuru Yuri',20047
10495,'Yuru Yuri',31564
10495,'Yuru Yuri',5914
10524,'Duel Masters Victory',40145
10568,'Kamisama no Memochou',11341
10568,'Kamisama no Memochou',14647
10572,'Ro-Kyu-Bu!',34177
10572,'Ro-Kyu-Bu!',35905
10578,'C³',9330
10588,'Persona 4 the Animation',1860
10588,'Persona 4 the Animation',1623
10588,'Persona 4 the Animation',16512
10620,'Mirai Nikki (TV)',6676
10620,'Mirai Nikki (TV)',31904
10620,'Mirai Nikki (TV)',38656
10620,'Mirai Nikki (TV)',10087
10620,'Mirai Nikki (TV)',44961
10620,'Mirai Nikki (TV)',32189
10620,'Mirai Nikki (TV)',36027
10620,'Mirai Nikki (TV)',5630
10620,'Mirai Nikki (TV)',37517
10620,'Mirai Nikki (TV)',39463
10620,'Mirai Nikki (TV)',16355
10647,'Ao no Exorcist: Ura Ex',6064
10671,'Morita-san wa Mukuchi.',27927
10711,'Plastic Neesan',15125
10711,'Plastic Neesan',19133
10719,'Boku wa Tomodachi ga Sukunai',12175
10719,'Boku wa Tomodachi ga Sukunai',35067
10721,'Mawaru Penguindrum',14075
10721,'Mawaru Penguindrum',440
10721,'Mawaru Penguindrum',26165
10721,'Mawaru Penguindrum',4639
10721,'Mawaru Penguindrum',37426
10721,'Mawaru Penguindrum',943
10800,'Chihayafuru',10884
10800,'Chihayafuru',135
10800,'Chihayafuru',38080
10845,'Manyuu Hikenchou Specials',6704
10845,'Manyuu Hikenchou Specials',18231
10953,'Pants Pankurou',32842
11013,'Inu x Boku SS',25681
11013,'Inu x Boku SS',31109
11017,'Battle Spirits: Heroes',37096
11021,'Muv-Luv Alternative: Total Eclipse',30806
11021,'Muv-Luv Alternative: Total Eclipse',58
11061,'Hunter x Hunter (2011)',12503
11061,'Hunter x Hunter (2011)',40907
11061,'Hunter x Hunter (2011)',14513
11061,'Hunter x Hunter (2011)',48791
11061,'Hunter x Hunter (2011)',36456
11061,'Hunter x Hunter (2011)',392
11061,'Hunter x Hunter (2011)',14719
11061,'Hunter x Hunter (2011)',40221
11061,'Hunter x Hunter (2011)',24405
11061,'Hunter x Hunter (2011)',42625
11061,'Hunter x Hunter (2011)',5114
11061,'Hunter x Hunter (2011)',31933
11111,'Another',32438
11179,'Papa no Iukoto wo Kikinasai!',30127
11227,'Rinne no Lagrange',8917
11239,'Hidamari Sketch x Honeycomb',14511
11241,'Brave 10',5355
11241,'Brave 10',11441
11285,'Black★Rock Shooter (TV)',9331
11319,'Zero no Tsukaima F',6572
11433,'Ano Natsu de Matteru',3974
11457,'Chibi☆Devi!',2732
11491,'Recorder to Randoseru Do♪',4591
11491,'Recorder to Randoseru Do♪',10671
11491,'Recorder to Randoseru Do♪',14277
11499,'Sankarea',12445
11499,'Sankarea',11597
11617,'High School DxD',11005
11617,'High School DxD',8074
11617,'High School DxD',13663
11617,'High School DxD',23233
11617,'High School DxD',2130
11617,'High School DxD',10790
11617,'High School DxD',12549
11617,'High School DxD',29089
11617,'High School DxD',4063
11633,'Blood Lad',860
11697,'Area no Kishi',10507
11697,'Area no Kishi',12875
11697,'Area no Kishi',1327
11703,'Code:Breaker',37736
11741,'Fate/Zero 2nd Season',38533
11751,'Senki Zesshou Symphogear',9893
11751,'Senki Zesshou Symphogear',3572
11751,'Senki Zesshou Symphogear',30251
11751,'Senki Zesshou Symphogear',1609
11757,'Sword Art Online',14345
11757,'Sword Art Online',873
11757,'Sword Art Online',11759
11757,'Sword Art Online',17265
11757,'Sword Art Online',32936
11757,'Sword Art Online',41109
11757,'Sword Art Online',298
11757,'Sword Art Online',52299
11757,'Sword Art Online',50379
11757,'Sword Art Online',9332
11757,'Sword Art Online',38909
11757,'Sword Art Online',48
11759,'Accel World',6023
11759,'Accel World',1682
11763,'Sekai de Ichiban Tsuyoku Naritai!',19647
11763,'Sekai de Ichiban Tsuyoku Naritai!',22831
11771,'Kuroko no Basket',170
11771,'Kuroko no Basket',20583
11771,'Kuroko no Basket',11371
11771,'Kuroko no Basket',40776
11771,'Kuroko no Basket',292
11771,'Kuroko no Basket',22
11809,'gdgd Fairies',34223
11809,'gdgd Fairies',19919
11809,'gdgd Fairies',38284
11809,'gdgd Fairies',35383
11837,'Zetman',1374
11837,'Zetman',2161
11837,'Zetman',389
11843,'Danshi Koukousei no Nichijou',54856
11843,'Danshi Koukousei no Nichijou',11739
11843,'Danshi Koukousei no Nichijou',4903
11843,'Danshi Koukousei no Nichijou',35015
11843,'Danshi Koukousei no Nichijou',18205
11843,'Danshi Koukousei no Nichijou',37171
11843,'Danshi Koukousei no Nichijou',10460
11843,'Danshi Koukousei no Nichijou',114
11887,'Kokoro Connect',15379
11887,'Kokoro Connect',28677
11887,'Kokoro Connect',31798
11933,'Oda Nobuna no Yabou',12611
11933,'Oda Nobuna no Yabou',6112
11933,'Oda Nobuna no Yabou',24135
11933,'Oda Nobuna no Yabou',10308
12021,'Poyopoyo Kansatsu Nikki',32571
12021,'Poyopoyo Kansatsu Nikki',3841
12031,'Kingdom',5226
12031,'Kingdom',38689
12149,'AKB0048',2072
12149,'AKB0048',11751
12149,'AKB0048',28013
12189,'Hyouka',3245
12189,'Hyouka',14813
12189,'Hyouka',32268
12189,'Hyouka',30187
12189,'Hyouka',30895
12293,'Campione! Matsurowanu Kamigami to Kamigoroshi no Maou',18277
12293,'Campione! Matsurowanu Kamigami to Kamigoroshi no Maou',15729
12321,'Thermae Romae',41266
12359,'Pecola',6523
12365,'Bakuman. 3rd Season',14397
12367,'Shining Hearts: Shiawase no Pan',21167
12413,'Jormungand',889
12431,'Uchuu Kyoudai',2929
12445,'Tasogare Otome x Amnesia',11499
12445,'Tasogare Otome x Amnesia',5597
12445,'Tasogare Otome x Amnesia',4789
12449,'Maken-Ki! Specials',31368
12461,'Hiiro no Kakera',14921
12461,'Hiiro no Kakera',5262
12461,'Hiiro no Kakera',3615
12467,'Nazo no Kanojo X',16201
12531,'Sakamichi no Apollon',28735
12679,'Joshiraku',2244
12679,'Joshiraku',11809
12815,'Shirokuma Cafe',32353
12815,'Shirokuma Cafe',57325
12887,'Uchuu Shounen Soran',6448
12963,'Jewelpet Kira☆Deco!',2489
12979,'Naruto SD: Rock Lee no Seishun Full-Power Ninden',28607
12979,'Naruto SD: Rock Lee no Seishun Full-Power Ninden',13859
13029,'Arashi no Yoru ni: Himitsu no Tomodachi',9395
13125,'Shinsekai yori',34712
13125,'Shinsekai yori',16524
13125,'Shinsekai yori',43767
13125,'Shinsekai yori',2158
13125,'Shinsekai yori',5420
13125,'Shinsekai yori',53393
13125,'Shinsekai yori',4209
13125,'Shinsekai yori',10372
13125,'Shinsekai yori',54754
13177,'Little Charo',3573
13261,'Inazuma Eleven Go: Chrono Stone',12929
13263,'Fate/Zero: Onegai! Einzbern Soudanshitsu',10108
13333,'Tari Tari',12119
13333,'Tari Tari',9289
13349,'Chouyaku Hyakuninisshu: Uta Koi.',5155
13357,'High School DxD Specials',8302
13585,'Natsuyuki Rendezvous',676
13601,'Psycho-Pass',1352
13601,'Psycho-Pass',50439
13601,'Psycho-Pass',13125
13601,'Psycho-Pass',3859
13601,'Psycho-Pass',40046
13601,'Psycho-Pass',467
13601,'Psycho-Pass',38749
13759,'Sakura-sou no Pet na Kanojo',21405
13759,'Sakura-sou no Pet na Kanojo',23277
13843,'Wild Adapter',5883
14045,'Mangirl!',18465
14131,'Girls & Panzer',31500
14131,'Girls & Panzer',1528
14199,'Oniichan dakedo Ai sae Areba Kankeinai yo ne!',36001
14199,'Oniichan dakedo Ai sae Areba Kankeinai yo ne!',17777
14237,'Busou Shinki',34427
14277,'Chitose Get You!!',11491
14283,'Vividred Operation',3667
14283,'Vividred Operation',980
14289,'Suki tte Ii na yo.',6045
14289,'Suki tte Ii na yo.',14227
14333,'Tanken Driland',4191
14345,'Btooom!',24781
14345,'Btooom!',37175
14355,'Yama no Susume',13283
14355,'Yama no Susume',38476
14355,'Yama no Susume',38199
14467,'K',42825
14511,'Minami-ke Tadaima',11239
14513,'Magi: The Labyrinth of Magic',45560
14513,'Magi: The Labyrinth of Magic',27991
14563,'Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo',7770
14713,'Kamisama Hajimemashita',249
14713,'Kamisama Hajimemashita',38680
14713,'Kamisama Hajimemashita',11013
14713,'Kamisama Hajimemashita',23251
14713,'Kamisama Hajimemashita',8476
14713,'Kamisama Hajimemashita',20507
14713,'Kamisama Hajimemashita',33038
14719,'JoJo no Kimyou na Bouken (TV)',967
14719,'JoJo no Kimyou na Bouken (TV)',40059
14741,'Chuunibyou demo Koi ga Shitai!',9379
14741,'Chuunibyou demo Koi ga Shitai!',14749
14741,'Chuunibyou demo Koi ga Shitai!',25159
14749,'Ore no Kanojo to Osananajimi ga Shuraba Sugiru',38483
14765,'Ixion Saga DT',2501
14811,'GJ-bu',14967
14811,'GJ-bu',20031
14811,'GJ-bu',31439
14811,'GJ-bu',18495
14811,'GJ-bu',23121
14813,'Yahari Ore no Seishun Love Comedy wa Machigatteiru.',40591
14813,'Yahari Ore no Seishun Love Comedy wa Machigatteiru.',54744
14829,'Fate/kaleid liner Prisma☆Illya',2367
14829,'Fate/kaleid liner Prisma☆Illya',1502
14829,'Fate/kaleid liner Prisma☆Illya',21507
14833,'Maoyuu Maou Yuusha',2966
14833,'Maoyuu Maou Yuusha',50175
14833,'Maoyuu Maou Yuusha',49930
14913,'Battle Spirits: Sword Eyes',31631
14921,'RDG: Red Data Girl',2564
14989,'Chousoku Henkei Gyrozetter',31670
15051,'Love Live! School Idol Project',19023
15051,'Love Live! School Idol Project',37481
15051,'Love Live! School Idol Project',29941
15051,'Love Live! School Idol Project',12237
15051,'Love Live! School Idol Project',14941
15051,'Love Live! School Idol Project',37976
15051,'Love Live! School Idol Project',33573
15051,'Love Live! School Idol Project',38009
15051,'Love Live! School Idol Project',34257
15051,'Love Live! School Idol Project',40148
15051,'Love Live! School Idol Project',12149
15051,'Love Live! School Idol Project',10278
15059,'Initial D Fifth Stage',12361
15061,'Aikatsu!',12863
15061,'Aikatsu!',10257
15061,'Aikatsu!',49285
15109,'Cuticle Tantei Inaba',10216
15109,'Cuticle Tantei Inaba',21067
15109,'Cuticle Tantei Inaba',23433
15125,'Teekyuu',17397
15125,'Teekyuu',38673
15125,'Teekyuu',44042
15125,'Teekyuu',16169
15125,'Teekyuu',35510
15125,'Teekyuu',34332
15225,'Hentai Ouji to Warawanai Neko.',6512
15315,'Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?',19815
15379,'Kotoura-san',3668
15379,'Kotoura-san',16001
15451,'High School DxD New',15565
15565,'Maken-Ki! Two',15451
15583,'Date A Live',16706
15583,'Date A Live',51417
15583,'Date A Live',18247
15605,'Brothers Conflict',3975
15605,'Brothers Conflict',14145
15699,'Haiyore! Nyaruko-san W',9181
15699,'Haiyore! Nyaruko-san W',7463
15751,'Senyuu.',23499
15751,'Senyuu.',42946
15795,'Beast Saga',7867
15809,'Hataraku Maou-sama!',15775
15809,'Hataraku Maou-sama!',18677
15809,'Hataraku Maou-sama!',13161
15809,'Hataraku Maou-sama!',48753
15895,'Hiyokoi (2012)',31738
15911,'Yuyushiki',12403
16011,'Tokyo Ravens',32105
16035,'Karneval (TV)',22145
16099,'Sword Art Online: Sword Art Offline',17879
16099,'Sword Art Online: Sword Art Offline',23341
16157,'Choujigen Game Neptune The Animation',15133
16157,'Choujigen Game Neptune The Animation',17681
16169,'Choboraunyopomi Gekijou Ai Mai Mii',30746
16169,'Choboraunyopomi Gekijou Ai Mai Mii',786
16241,'Yondemasu yo,15109
16241,'Yondemasu yo,10187
16317,'Ishida to Asakura',9627
16397,'Photokano',361
16405,"'Boku no Imouto wa ""Osaka Okan""'",30826
16405,"'Boku no Imouto wa ""Osaka Okan""'",9598
16417,'Tamako Market',10378
16498,'Shingeki no Kyojin',40608
16498,'Shingeki no Kyojin',1316
16498,'Shingeki no Kyojin',22687
16498,'Shingeki no Kyojin',37779
16498,'Shingeki no Kyojin',31592
16498,'Shingeki no Kyojin',38084
16498,'Shingeki no Kyojin',1916
16498,'Shingeki no Kyojin',4119
16498,'Shingeki no Kyojin',27631
16498,'Shingeki no Kyojin',37521
16498,'Shingeki no Kyojin',9065
16498,'Shingeki no Kyojin',41457
16498,'Shingeki no Kyojin',22689
16498,'Shingeki no Kyojin',40056
16498,'Shingeki no Kyojin',28623
16498,'Shingeki no Kyojin',20787
