uid,titles,genre,aired,episodes,members,popularity,ranked,score,url
30455,"['KanColle: Itsuka Ano Umi de', 'KanColle: Someday in that Sea', 'KanColle 2nd Season', 'Fleet Girls Collection', '艦これ いつかあの海で', ""KanColle Season 2: Let's Meet at Sea""]","['Action', 'Sci-Fi']",2022-11-04 - 2023-03-25,8,53364,3120,8342,6.26,https://myanimelist.net/anime/30455/KanColle__Itsuka_Ano_Umi_de
30463,"['Kyoufu Shinbun (2014)', '恐怖新聞 (2014)', 'Horror News']","['Fantasy', 'Horror', 'Supernatural']",2014-04-28 - 2014-08-01,16,2286,11208,11966,5.45,https://myanimelist.net/anime/30463/Kyoufu_Shinbun_2014
30464,"['Shinmai Maou no Testament Specials', '新妹魔王の契約者〈テスタメント〉', 'The Testament of Sister New Devil Specials']","['Comedy', 'Fantasy', 'Ecchi']",2015-03-27 - 2015-08-28,6,48142,3288,5668,6.72,https://myanimelist.net/anime/30464/Shinmai_Maou_no_Testament_Specials
30470,"['Himitsukessha Taka no Tsume DO', 'Secret Society Eagle Talon Just Do It', '秘密結社鷹の爪 DO']",['Comedy'],2015-04-03 - 2016-03-04,38,594,15788,18025,,https://myanimelist.net/anime/30470/Himitsukessha_Taka_no_Tsume_DO
30484,"['Steins;Gate 0', 'Steins,Gate Zero', 'シュタインズ・ゲート ゼロ', 'Steins;Gate 0']","['Drama', 'Sci-Fi', 'Suspense']",2018-04-12 - 2018-09-27,23,891318,201,125,8.53,https://myanimelist.net/anime/30484/Steins_Gate_0
30485,"['ChäoS;Child', 'Chaos Child', 'CHAOS;CHILD', 'ChäoS;Child']","['Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",2017-01-11 - 2017-03-29,12,135532,1726,8008,6.31,https://myanimelist.net/anime/30485/ChäoS_Child
30499,"['Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou', 'TVアニメ｢ちび☆ローリング☆ガールズ｣コロコロ劇場']",['Slice of Life'],2015-03-18 - 2015-08-19,12,4350,9170,10331,5.88,https://myanimelist.net/anime/30499/Rolling☆Girls__Chibi☆Rolling☆Girls_Korokoro_Gekijou
30503,"['Noragami Aragoto', 'ノラガミ ARAGOTO', 'Noragami Aragoto']","['Action', 'Fantasy']",2015-10-03 - 2015-12-26,13,1480643,84,457,8.14,https://myanimelist.net/anime/30503/Noragami_Aragoto
30519,"['Balala Xiao Mo Xian: Caihong Xin Shi', 'Balala the Fairies Season 1', 'Balala', 'Little Magic Fairy: Rainbow Heart Stone', '巴啦啦小魔仙之彩虹心石', 'Balala the Fairies: Rainbow Heart Stone']","['Comedy', 'Fantasy']",2011-03-26 - 2011-12-01,36,1754,12037,10547,5.83,https://myanimelist.net/anime/30519/Balala_Xiao_Mo_Xian__Caihong_Xin_Shi
30524,"['Kagewani', '影鰐-KAGEWANI-', 'Kagewani']","['Horror', 'Mystery', 'Supernatural']",2015-10-02 - 2015-12-25,13,33449,3992,7606,6.38,https://myanimelist.net/anime/30524/Kagewani
30544,"['Gakusen Toshi Asterisk', 'Academy Battle City Asterisk', '学戦都市アスタリスク', 'The Asterisk War', 'The Asterisk War', 'The Asterisk War: Gakusen Toshi Asterisk', 'The Asterisk War']","['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Ecchi']",2015-10-03 - 2015-12-19,12,675394,318,5176,6.81,https://myanimelist.net/anime/30544/Gakusen_Toshi_Asterisk
30549,"['Soukyuu no Fafner: Dead Aggressor - Exodus Part 2', 'Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season', 'Fafner in the Azure: Dead Aggressor - Exodus 2nd Season', '蒼穹のファフナー Dead Aggressor EXODUS']","['Action', 'Drama', 'Sci-Fi']",2015-10-03 - 2015-12-26,13,15729,5511,1509,7.61,https://myanimelist.net/anime/30549/Soukyuu_no_Fafner__Dead_Aggressor_-_Exodus_Part_2
30556,"['Funassyi to Yukaina Kyoudai', ""Funassyi's Amusing Brother"", 'ふなっしーとゆかいな兄弟']",['Comedy'],2015-01-19 - 2015-09-28,4,268,19713,17489,,https://myanimelist.net/anime/30556/Funassyi_to_Yukaina_Kyoudai
30567,"['Teekyuu 5', 'Teekyuu 5th Season', 'Tekyu 5', 'Te-kyu 5', 'てーきゅう 5期', 'Teekyu 5', 'Teekyu 5']",['Comedy'],2015-07-07 - 2015-09-22,12,20404,4991,6019,6.66,https://myanimelist.net/anime/30567/Teekyuu_5
30602,"['Great Hunt', 'Greathunt', 'Great Hunt (グレートハント)']",['Comedy'],2008-04-10 - 2008-01-01,19,284,19401,17696,,https://myanimelist.net/anime/30602/Great_Hunt
30605,"['Uwabaki Cook no Tekitou Uranai!', 'うわばきクックのテキトー占い!']",['Comedy'],2015-01-05 - 2015-06-26,125,416,17499,14708,,https://myanimelist.net/anime/30605/Uwabaki_Cook_no_Tekitou_Uranai
30617,"['Animegatari', 'Anime-gatari', 'アニメガタリ']",['Comedy'],2015-04-17 - 2016-03-05,8,5046,8722,10628,5.81,https://myanimelist.net/anime/30617/Animegatari
30625,"['Princess Princess Specials', 'Princess Princess Omake', 'プリンセス・プリンセス']",['Comedy'],2006-07-19 - 2006-12-20,12,2478,10950,7490,6.41,https://myanimelist.net/anime/30625/Princess_Princess_Specials
30646,"['Perman (1983) Specials', 'Paaman: Copy World no Nazo', 'Perman: Copy World no Nazo', 'Perman All Hyakka', 'Bird Sei e no Michi', 'パーマン (1983)']",['Comedy'],1983-07-20 - 1984-10-01,3,653,15403,9341,6.08,https://myanimelist.net/anime/30646/Perman_1983_Specials
30649,"[""Shin Atashin'chi"", 'Shin Atashinchi', '新あたしンち', 'Shin Atashinchi', 'Shin Atashinchi', 'Shin Atashinchi']","['Comedy', 'Slice of Life']",2015-10-06 - 2016-04-05,26,4110,9335,2707,7.31,https://myanimelist.net/anime/30649/Shin_Atashinchi
30651,"['Itoshi no Muco', 'Lovely Muco!', 'Itoshi no Muuco', 'いとしのムーコ', 'Lovely Muuuuuuuco!', 'Lovely Muuuuuuco!', 'Lovely Muuuuuuuco!']","['Comedy', 'Slice of Life']",2015-10-03 - 2016-03-26,25,7417,7443,5438,6.76,https://myanimelist.net/anime/30651/Itoshi_no_Muco
30652,"['Long Riders!', 'Longriders!', 'ろんぐらいだぁす！', 'Long Riders!']","['Comedy', 'Sports']",2016-10-08 - 2017-02-05,12,29122,4245,5690,6.71,https://myanimelist.net/anime/30652/Long_Riders
30654,"['Ansatsu Kyoushitsu 2nd Season', 'Ansatsu Kyoushitsu Season 2', 'Ansatsu Kyoushitsu Final Season', '暗殺教室\u3000第２期', 'Assassination Classroom Second Season', 'Assassination Classroom Staffel 2', 'Assassination Classroom Temporada 2', 'Assassination Classroom Saison 2']","['Action', 'Comedy']",2016-01-08 - 2016-07-01,25,1468165,86,147,8.48,https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season
30679,"[""Queen's Blade: Grimoire"", 'クイーンズブレイド グリムワール']","['Action', 'Adventure', 'Fantasy', 'Ecchi']",2016-01-29 - 2016-09-28,2,12486,6019,9103,6.12,https://myanimelist.net/anime/30679/Queens_Blade__Grimoire
30686,"['Pokemon XY: Hoopa no Odemashi Daisakusen!!', ""Hoopa's Appearance! Operations"", 'Pocket Monsters XY Movie 18 TV Special: Fuupa no Odemashi Daisakusen', 'Pocket Monsters XY: Fuupa no Odemashi Daisakusen!!', 'フーパのおでまし大作戦！！']","['Comedy', 'Fantasy']",2015-04-23 - 2015-05-28,6,5103,8677,9116,6.12,https://myanimelist.net/anime/30686/Pokemon_XY__Hoopa_no_Odemashi_Daisakusen
30694,"['Dragon Ball Super', 'Dragon Ball Chou', 'DB Super', 'DBS', 'ドラゴンボール超（スーパー）', 'Dragon Ball Super']","['Action', 'Adventure', 'Comedy', 'Fantasy']",2015-07-05 - 2018-03-25,131,850807,217,2076,7.45,https://myanimelist.net/anime/30694/Dragon_Ball_Super
30704,"['Kakko Kawaii Sengen! Specials', 'Kakko Kawaii Sengen! 2 Specials', 'カッコカワイイ宣言！']",['Comedy'],2011-12-16 - 2012-03-23,14,478,16767,12006,5.44,https://myanimelist.net/anime/30704/Kakko_Kawaii_Sengen_Specials
30705,"['Makura no Danshi', 'Pillow Boys', '枕男子（まくらのだんし）', 'makuranodanshi']",['Slice of Life'],2015-07-14 - 2015-09-29,12,42956,3510,13350,4.45,https://myanimelist.net/anime/30705/Makura_no_Danshi
30709,"['Kamisama Hajimemashita: Kako-hen', '神様はじめました～過去編～']","['Comedy', 'Fantasy', 'Romance']",2015-08-20 - 2016-08-19,4,172179,1420,192,8.4,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen
30714,"['Owaranai Seraph', 'Owari no Seraph Omake', 'Owari no Seraph: Owaranai Seraph', '終わらないセラフ', 'Seraph of the Endless']","['Comedy', 'Supernatural']",2015-06-24 - 2015-09-26,9,95547,2232,2575,7.34,https://myanimelist.net/anime/30714/Owaranai_Seraph
30721,"['Hacka Doll The Animation', 'Hacker Doll The Animation', 'ハッカドール THE・あにめーしょん', 'Hackadoll The Animation', 'Hackadoll The Animation']","['Comedy', 'Sci-Fi']",2015-10-02 - 2015-12-25,13,52859,3132,7749,6.36,https://myanimelist.net/anime/30721/Hacka_Doll_The_Animation
30727,"['Saenai Heroine no Sodatekata ♭', 'Saenai Heroine no Sodatekata Flat', '冴えない彼女〈ヒロイン〉の育てかた♭', 'Saekano: How to Raise a Boring Girlfriend .flat', 'Saekano♭ How to Raise a Boring Girlfriend.flat', 'Saekano♭ How to Raise a Boring Girlfriend.flat']","['Comedy', 'Romance', 'Ecchi']",2017-04-14 - 2017-06-23,11,377229,651,1115,7.76,https://myanimelist.net/anime/30727/Saenai_Heroine_no_Sodatekata_♭
30736,"['Shingeki no Bahamut: Virgin Soul', '神撃のバハムート VIRGIN SOUL', 'Rage of Bahamut: Virgin Soul', 'Rage of Bahamut: Virgin Soul', 'Rage of Bahamut: Virgin Soul']","['Action', 'Adventure', 'Fantasy']",2017-04-08 - 2017-09-30,24,248820,1013,2220,7.42,https://myanimelist.net/anime/30736/Shingeki_no_Bahamut__Virgin_Soul
30740,"['Young Black Jack', 'ヤング ブラック・ジャック', 'Young Black Jack']",['Drama'],2015-10-02 - 2015-12-18,12,85458,2376,3242,7.21,https://myanimelist.net/anime/30740/Young_Black_Jack
30746,"['Fushigi na Somera-chan', 'Magical Somera-chan', '不思議なソメラちゃん', 'Magical Somera-chan', 'Magical Somera Chan: Fushigi na Somera-chan', 'Magical Somera-chan']","['Comedy', 'Slice of Life']",2015-10-07 - 2015-12-23,12,13869,5788,10350,5.87,https://myanimelist.net/anime/30746/Fushigi_na_Somera-chan
30749,"['Saijaku Muhai no Bahamut', 'Saijaku Muhai no Bahamut', '最弱無敗の神装機竜《バハムート》', 'Undefeated Bahamut Chronicle', 'Undefeated Bahamut Chronicle', 'Undefeated Bahamut Chronicle', 'Undefeated Bahamut Chronicle']","['Action', 'Fantasy', 'Romance', 'Ecchi']",2016-01-11 - 2016-03-28,12,408567,584,6820,6.52,https://myanimelist.net/anime/30749/Saijaku_Muhai_no_Bahamut
30751,"['Usavich Zero', 'Usavich 0', 'ウサビッチZERO']",['Comedy'],2015-04-10 - 2015-08-28,13,2006,11638,9621,6.02,https://myanimelist.net/anime/30751/Usavich_Zero
30752,"['himitsukesshatakanotsume.jp Specials', 'Secret Society Eagle Talon WEB Specials', 'himitsukesshatakanotsume.jp Extra Episodes', 'himitsukesshatakanotsume.jp Bangai-hen', '秘密結社鷹の爪.jp 番外編']",['Comedy'],2012-12-12 - 2013-02-06,2,419,17470,18036,,https://myanimelist.net/anime/30752/himitsukesshatakanotsumejp_Specials
30757,"['Monster Strike', 'モンスターストライク', 'Monster Strike']","['Action', 'Fantasy']",2015-10-10 - 2016-12-03,51,25361,4543,7582,6.39,https://myanimelist.net/anime/30757/Monster_Strike
30777,"['Kaijuu Sakaba Kanpai!', '怪獣酒場カンパーイ!']","['Comedy', 'Supernatural']",2015-07-07 - 2015-09-29,13,689,15200,11579,5.58,https://myanimelist.net/anime/30777/Kaijuu_Sakaba_Kanpai
30781,"['Matsubara-kun', 'まつばらくん']",['Comedy'],2015-05-18 - 2015-05-22,5,315,18896,11129,5.7,https://myanimelist.net/anime/30781/Matsubara-kun
30782,"['Bikini Warriors', 'ビキニ・ウォリアーズ', 'Bikini Warriors']","['Comedy', 'Fantasy', 'Ecchi']",2015-07-08 - 2015-09-23,12,94689,2244,12755,5.12,https://myanimelist.net/anime/30782/Bikini_Warriors
30795,"['Bakuon!!', 'ばくおん!!', 'Bakuon!!']",['Comedy'],2016-04-05 - 2016-06-21,12,65429,2795,6931,6.5,https://myanimelist.net/anime/30795/Bakuon
30796,"['Gokudou Sakaba Denden: Gokudou Daisensou Gaiden', 'Yakuza Bar-Room Denden: Yakuza Apocalypse Side-Story', '極道酒場でんでん～極道大戦争外伝～']",['Comedy'],2015-05-30 - 2015-06-13,3,286,19370,17660,,https://myanimelist.net/anime/30796/Gokudou_Sakaba_Denden__Gokudou_Daisensou_Gaiden
30806,"['Schwarzesmarken', 'シュヴァルツェスマーケン', 'Schwarzes Marken', 'Schwarzes Marken', 'Schwarzes Marken']","['Action', 'Drama', 'Sci-Fi']",2016-01-11 - 2016-03-28,12,113747,1983,5540,6.74,https://myanimelist.net/anime/30806/Schwarzesmarken
30826,"['Suzakinishi The Animation', 'Suzaki Nishi', '洲崎西 THE ANIMATION']","['Comedy', 'Slice of Life']",2015-07-08 - 2015-09-23,12,5522,8423,12115,5.4,https://myanimelist.net/anime/30826/Suzakinishi_The_Animation
30829,"['30-pun de Wakaru! Kore made no Love Live!', 'Love Live! School Idol Project 2nd Season Recap', '30分でわかる！これまでのラブライブ！TVアニメトセカンドシーズンの要約', 'Love Live! School Idol Project in 30 Minutes']",['Slice of Life'],2015-04-24 - 2015-05-22,2,10200,6554,3828,7.1,https://myanimelist.net/anime/30829/30-pun_de_Wakaru_Kore_made_no_Love_Live
30831,"['Kono Subarashii Sekai ni Shukufuku wo!', 'Give Blessings to This Wonderful World!', 'この素晴らしい世界に祝福を！', ""KonoSuba: God's Blessing on This Wonderful World!"", ""KonoSuba: God's Blessing on This Wonderful World!"", ""KonoSuba: God's blessing on this wonderful world!"", ""KonoSuba: God's Blessing on This Wonderful World!""]","['Adventure', 'Comedy', 'Fantasy']",2016-01-14 - 2016-03-17,10,2015584,38,505,8.1,https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo
30840,"['Many Things SD Gundam', 'SD Encyclopedia', 'SD Hyakka', 'SD百科']",['Comedy'],2011-01-01 - 2011-07-22,2,1190,13301,12866,5.03,https://myanimelist.net/anime/30840/Many_Things_SD_Gundam
30842,"['Nekota no Koto ga Kininatte Shikatanai. (ONA)', 'Ribon x Oha Suta Specials', '猫田のことが気になって仕方ない。']",[],2015-04-07 - 2015-04-28,4,1942,11737,9300,6.08,https://myanimelist.net/anime/30842/Nekota_no_Koto_ga_Kininatte_Shikatanai_ONA
30851,"['Q Transformers: Saranaru Ninki Mono e no Michi', 'Q Transformers 2nd Season', 'キュートランスフォーマー さらなる人気者への道']",['Slice of Life'],2015-07-06 - 2015-10-01,13,902,14281,11911,5.47,https://myanimelist.net/anime/30851/Q_Transformers__Saranaru_Ninki_Mono_e_no_Michi
30861,['Happy Bogeys'],[],2000-01-01 - 2014-01-01,12,303,19109,10866,5.76,https://myanimelist.net/anime/30861/Happy_Bogeys
30875,"['Washimo 3rd Season', 'Wasimo Third Season', 'わしも 第3期']","['Comedy', 'Sci-Fi', 'Slice of Life']",2015-03-30 - 2015-09-22,44,364,18204,14790,,https://myanimelist.net/anime/30875/Washimo_3rd_Season
30885,"['Noragami Aragoto OVA', 'Noragami Aragoto OAD', 'ノラガミ OAD']","['Comedy', 'Supernatural']",2015-11-17 - 2016-03-17,2,263365,956,923,7.84,https://myanimelist.net/anime/30885/Noragami_Aragoto_OVA
30892,"['Boo Boo Boy', 'BooBooBoy', 'ブーブーボーイ']",[],2015-07-04 - 2015-12-26,26,417,17485,16489,,https://myanimelist.net/anime/30892/Boo_Boo_Boy
30893,"['Deban desu yo! Onigirizu', '出番ですよ!オニギリズ']",['Comedy'],2015-06-01 - 2015-10-31,6,440,17194,17041,,https://myanimelist.net/anime/30893/Deban_desu_yo_Onigirizu
30895,"['HaruChika: Haruta to Chika wa Seishun suru', 'ハルチカ ～ハルタとチカは青春する～', 'Haruchika: Haruta & Chika']","['Mystery', 'Romance']",2016-01-07 - 2016-03-24,12,93673,2256,8003,6.32,https://myanimelist.net/anime/30895/HaruChika__Haruta_to_Chika_wa_Seishun_suru
30901,"['Utawarerumono: Itsuwari no Kamen', 'Utawarerumono: The False Mask', 'うたわれるもの 偽りの仮面', 'Utawarerumono: The False Faces', 'Utawarerumono: The False Faces', 'Utawarerumono: The False Faces', 'Utawarerumono: The False Faces']","['Action', 'Drama', 'Fantasy']",2015-10-04 - 2016-03-27,25,113984,1979,2956,7.26,https://myanimelist.net/anime/30901/Utawarerumono__Itsuwari_no_Kamen
30902,"['Yuru Yuri Nachuyachumi!+', 'Yuru Yuri Nachuyachumi! Plus', 'Yuru Yuri Summer Vacation!+', 'ゆるゆり なちゅやちゅみ！＋']","['Comedy', 'Girls Love']",2015-08-21 - 2015-09-18,2,56755,3019,1089,7.77,https://myanimelist.net/anime/30902/Yuru_Yuri_Nachuyachumi_
30905,"['Owanko', 'おわんこ']","['Comedy', 'Gourmet']",2012-11-22 - 2014-04-18,7,384,17954,11453,5.62,https://myanimelist.net/anime/30905/Owanko
30911,"['Tales of Zestiria the Cross', 'Tales of Zestiria the X', 'テイルズ オブ ゼスティリア ザ クロス', 'Tales of Zestiria the X', 'Tales of Zestiria The X', 'Tales of Zestiria The X']","['Action', 'Adventure', 'Fantasy']",2016-07-10 - 2016-09-25,12,333155,748,3173,7.22,https://myanimelist.net/anime/30911/Tales_of_Zestiria_the_Cross
30914,"['Animax Taisou', 'Animax Gymnastics', 'アニマックス体操']",['Sports'],2014-08-01 - 2015-07-31,30,289,19288,16052,,https://myanimelist.net/anime/30914/Animax_Taisou
30947,"['Kurayami Santa', '暗闇三太']",['Supernatural'],2015-07-05 - 2015-09-27,13,2980,10334,12683,5.16,https://myanimelist.net/anime/30947/Kurayami_Santa
30948,"['Kowabon', 'こわぼん']",['Horror'],2015-10-04 - 2015-12-27,13,34604,3908,12576,5.22,https://myanimelist.net/anime/30948/Kowabon
30953,"['Arslan Senki (TV): Arsen 4-koma Gekijou', 'Arslan Senki (TV) Specials', 'アルスラーン戦記 アル戦4コマ劇場']",['Comedy'],2015-07-23 - 2016-02-24,8,11417,6245,5755,6.7,https://myanimelist.net/anime/30953/Arslan_Senki_TV__Arsen_4-koma_Gekijou
30954,"['Jakusansei Million Arthur', '弱酸性ミリオンアーサー']","['Comedy', 'Fantasy', 'Ecchi']",2015-11-20 - 2018-06-13,60,1963,11711,8513,6.23,https://myanimelist.net/anime/30954/Jakusansei_Million_Arthur
30988,"['Futsuu no Joshikousei ga [Locodol] Yattemita. OVA', 'Locodol OVA', '普通の女子校生が【ろこどる】やってみた流。OVA', 'Locodol OVA', 'Locodol OVA', 'Locodol OVA']","['Comedy', 'Slice of Life']",2015-03-23 - 2016-06-22,2,8276,7155,4125,7.04,https://myanimelist.net/anime/30988/Futsuu_no_Joshikousei_ga_Locodol_Yattemita_OVA
30989,"['Bary-san no Imabari-ben Kouza', 'Bari-san no Imabari-ben Kouza', 'バリィさんのいまばり弁講座']",['Comedy'],2015-07-07 - 2016-06-03,47,642,15472,16353,,https://myanimelist.net/anime/30989/Bary-san_no_Imabari-ben_Kouza
30991,"['Himouto! Umaru-chan OVA', '干物妹！うまるちゃん OVA']",['Comedy'],2015-10-19 - 2017-04-19,2,83299,2419,3074,7.24,https://myanimelist.net/anime/30991/Himouto_Umaru-chan_OVA
31018,"['DD Hokuto no Ken 2 Ichigo Aji+', 'Hokuto no Ken: Ichigo Aji', 'DD北斗の拳2 イチゴ味+', 'DD Fist of the North Star 2: Strawberry Flavor Plus', 'DD Fist of the North Star: Strawberry Flavor', 'DD First of The North Star Ⅱ: Strawberry Flavor']",['Comedy'],2015-10-07 - 2015-12-23,12,3855,9543,10164,5.91,https://myanimelist.net/anime/31018/DD_Hokuto_no_Ken_2_Ichigo_Aji_
31019,"['Norasco (TV)', 'Nora Suko (TV)', '野良スコ']","['Comedy', 'Slice of Life']",2014-05-19 - 2015-03-31,43,393,17815,20172,,https://myanimelist.net/anime/31019/Norasco_TV
31020,"['Norasco: Cinema Point Card-hen', 'Nora Suko', '野良スコ「シネマポイントカード」編']",['Comedy'],2014-04-25 - 2015-04-04,11,271,19646,20161,,https://myanimelist.net/anime/31020/Norasco__Cinema_Point_Card-hen
31035,"['Inferno Cop Specials', 'Inferno Cop Sequel', 'インフェルノコップ']","['Action', 'Comedy']",2015-06-13 - 2017-07-02,3,5164,8634,9662,6.01,https://myanimelist.net/anime/31035/Inferno_Cop_Specials
31043,"['Boku dake ga Inai Machi', 'The Town Where Only I am Missing', 'BokuMachi', '僕だけがいない街', 'Erased', 'ERASED - Die Stadt, in der es mich nicht gibt -', 'Desaparecido', 'ERASED']","['Mystery', 'Suspense']",2016-01-08 - 2016-03-25,12,2142000,28,270,8.3,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
31044,"['Kamisama Minarai: Himitsu no Cocotama', 'Kamisama Minarai: Himitsu no Kokotama', 'かみさまみならい ヒミツのここたま']","['Fantasy', 'Slice of Life']",2015-10-01 - 2018-06-28,139,3862,9531,8178,6.29,https://myanimelist.net/anime/31044/Kamisama_Minarai__Himitsu_no_Cocotama
31049,"['Beyblade Burst', 'ベイブレードバースト']","['Adventure', 'Sci-Fi', 'Sports']",2016-04-04 - 2017-03-27,51,34058,3951,6284,6.61,https://myanimelist.net/anime/31049/Beyblade_Burst
31054,"['Letchu, Getchu, Saru Getchu', 'Let You', 'Get You', 'Saru Get You', 'Ape Escape: Let Me Get You', 'レッチュ ゲッチュ サルゲッチュ']",['Comedy'],2002-04-08 - 2002-09-30,76,569,15969,11643,5.56,https://myanimelist.net/anime/31054/Letchu_Getchu_Saru_Getchu
31056,"['Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials', 'Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！ショートアニメ', 'Fate/Kaleid Liner Prisma Illya 2Wei Herz! Shorts']","['Comedy', 'Ecchi']",2015-09-25 - 2016-01-29,5,38192,3743,4818,6.88,https://myanimelist.net/anime/31056/Fate_kaleid_liner_Prisma☆Illya_2wei_Herz_Specials
31057,"['Onaka Hime', 'Stomach Princess', 'おなか姫', 'Princess Onaka']",['Fantasy'],2015-05-15 - 2015-06-20,3,742,14934,,5.42,https://myanimelist.net/anime/31057/Onaka_Hime
31068,"['Hime Chen! Otogi Chikku Idol Lilpri (2011)', ""Himechan! Otogitic Idol Lil'Pri"", 'ひめチェン! おとぎちっくアイドル リルぷりっ', 'Spellbound! Magical Princess Lilpri', 'Spellbound! Magical Princess Lilpri', 'Spellbound! Magical Princess Lilpri', 'Spellbound! Magical Princess Lilpri']",[],2011-04-06 - 2012-03-28,51,2922,10386,5595,6.73,https://myanimelist.net/anime/31068/Hime_Chen_Otogi_Chikku_Idol_Lilpri_2011
31070,"['Etotama Specials', 'Eto Tamashii Specials', 'えとたま（干支魂）TV未公開ショートエピソード']","['Action', 'Comedy', 'Fantasy']",2015-05-13 - 2015-07-01,6,8357,7122,7165,6.46,https://myanimelist.net/anime/31070/Etotama_Specials
31071,"['Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou', 'Friday Evening', 'Abe Reiji: The Extraordinary Daily Life of an Ordinary Salaryman', '金夜、安部礼司～平均的なサラリーマンの異常な日常～']",['Comedy'],2015-07-04 - 2015-08-01,5,576,15918,12499,5.25,https://myanimelist.net/anime/31071/Kinyoru_Abe_Reiji__Heikinteki_na_Salaryman_no_Ijou_na_Nichijou
31072,"['Show By Rock!!: Legend of Shingan Crimsonz', 'SHOW BY ROCK!! Gonna be a music millionaire!', 'Show by Rock!! レジェンド・オブ・シンガンクリムゾンズ']",['Comedy'],2013-05-29 - 2013-06-12,3,2504,10911,9542,6.03,https://myanimelist.net/anime/31072/Show_By_Rock__Legend_of_Shingan_Crimsonz
31073,"['Show By Rock!!: Plasmagica na Gogo', 'SHOW BY ROCK!! Gonna be a music millionaire!', 'Plasmagica Afternoon', 'Show by Rock!! プラズマジカな午後']",['Comedy'],2013-05-29 - 2013-06-12,3,2313,11168,10414,5.86,https://myanimelist.net/anime/31073/Show_By_Rock__Plasmagica_na_Gogo
31078,"['PikkaPika Summer', 'Shiny Summer', 'Shining Summer', 'ぴっかぴかサマー']",[],2015-07-20 - 2015-08-31,31,304,19088,20472,,https://myanimelist.net/anime/31078/PikkaPika_Summer
31080,"['Anne Happy♪', 'Unhappy Go Lucky!', 'あんハピ♪', 'Anne-Happy', 'Anne-Happy♪', 'Anne-Happy♪', 'Anne-Happy♪']",['Slice of Life'],2016-04-07 - 2016-06-23,12,80971,2465,4518,6.94,https://myanimelist.net/anime/31080/Anne_Happy♪
31091,"['Komori-san wa Kotowarenai!', '小森さんは断れない！', ""Komori-san Can't Decline!"", 'Komori-san kann nicht Nein sagen!', ""Komori-san Can't Decline!: Komori-san wa Kotowarenai!"", ""Komori-san Can't Decline!""]",['Comedy'],2015-10-04 - 2015-12-20,12,78639,2509,8391,6.25,https://myanimelist.net/anime/31091/Komori-san_wa_Kotowarenai
31096,"['Hibike! Euphonium: Suisougaku-bu no Nichijou', 'Hibike! Euphonium Specials', '響け！ユーフォニアム「吹奏楽部の日常」', 'Sound! Euphonium Specials']",['Comedy'],2015-06-17 - 2015-12-16,7,36010,3845,4955,6.86,https://myanimelist.net/anime/31096/Hibike_Euphonium__Suisougaku-bu_no_Nichijou
31098,"['Ushio to Tora (TV) 2nd Season', 'Ushio and Tora', 'うしおととら', 'Ushio & Tora (2016)', 'Ushio & Tora Temporada 2', 'Ushio & Tora Saison 2']","['Action', 'Adventure', 'Supernatural']",2016-04-01 - 2016-06-24,13,134960,1738,811,7.89,https://myanimelist.net/anime/31098/Ushio_to_Tora_TV_2nd_Season
31108,"['Green Dakara x Bakemono no Ko', 'Green Dakara x The Boy and the Beast', 'Sashiire', 'Suntory CM', 'GREEN DA・KA・RA×バケモノの子']",[],2015-06-24 - 2015-07-11,2,4314,9193,,5.38,https://myanimelist.net/anime/31108/Green_Dakara_x_Bakemono_no_Ko
31109,"['Hatsukoi Monster', '初恋モンスター', 'First Love Monster', 'First Love Monster', 'First Love Monster', 'First Love Monster']","['Comedy', 'Romance']",2016-07-02 - 2016-09-17,12,115021,1961,11991,5.45,https://myanimelist.net/anime/31109/Hatsukoi_Monster
31111,"['Nisshin Seifun Group CMs', 'Konyara no Uta', 'Onaka Suita ne no Uta', 'Moriyama Ryouko to Yano Akiko', '日清製粉グループCM']",['Slice of Life'],2010-03-01 - 2022-11-28,4,2274,11230,,6.02,https://myanimelist.net/anime/31111/Nisshin_Seifun_Group_CMs
31121,"['Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga', 'Almost Daily __! Sort of Live Video', 'Monster Musume WEB Shorts', '「モンスター娘のいる日常」ほぼ毎日○○！生っぽい動画', 'Monster Musume: Almost Daily ◯◯! Sort of Live Video']","['Comedy', 'Fantasy']",2015-07-08 - 2015-09-29,60,49330,3249,6875,6.51,https://myanimelist.net/anime/31121/Monster_Musume_no_Iru_Nichijou__Hobo_Mainichi_◯◯_Namappoi_Douga
